-2.513274122871834493e+00,0.000000000000000000e+00,1.736143308562780430e+00
-2.513274122871834493e+00,0.000000000000000000e+00,2.048465385235449965e+00
-2.513274122871834493e+00,0.000000000000000000e+00,2.360787461908119500e+00
-2.513274122871834493e+00,0.000000000000000000e+00,2.673109538580789035e+00
-2.513274122871834493e+00,0.000000000000000000e+00,2.985431615253458126e+00
-2.513274122871834493e+00,0.000000000000000000e+00,3.297753691926128106e+00
-2.513274122871834493e+00,0.000000000000000000e+00,3.610075768598797197e+00
-2.513274122871834493e+00,0.000000000000000000e+00,3.922397845271466732e+00
-2.513274122871834493e+00,0.000000000000000000e+00,4.234719921944136267e+00
-2.513274122871834493e+00,0.000000000000000000e+00,4.547041998616805358e+00
-2.333754542666703458e+00,0.000000000000000000e+00,4.547041998616805358e+00
-2.333754542666703458e+00,0.000000000000000000e+00,4.234719921944136267e+00
-2.333754542666703458e+00,0.000000000000000000e+00,3.922397845271466732e+00
-2.333754542666703458e+00,0.000000000000000000e+00,3.610075768598797197e+00
-2.333754542666703458e+00,0.000000000000000000e+00,3.297753691926128106e+00
-2.333754542666703458e+00,0.000000000000000000e+00,2.985431615253458126e+00
-2.333754542666703458e+00,0.000000000000000000e+00,2.673109538580789035e+00
-2.333754542666703458e+00,0.000000000000000000e+00,2.360787461908119500e+00
-2.333754542666703458e+00,0.000000000000000000e+00,2.048465385235449965e+00
-2.333754542666703458e+00,0.000000000000000000e+00,1.736143308562780430e+00
-2.154234962461572422e+00,0.000000000000000000e+00,1.736143308562780430e+00
-2.154234962461572422e+00,0.000000000000000000e+00,2.048465385235449965e+00
-2.154234962461572422e+00,0.000000000000000000e+00,2.360787461908119500e+00
-2.154234962461572422e+00,0.000000000000000000e+00,2.673109538580789035e+00
-2.154234962461572422e+00,0.000000000000000000e+00,2.985431615253458126e+00
-2.154234962461572422e+00,0.000000000000000000e+00,3.297753691926128106e+00
-2.154234962461572422e+00,0.000000000000000000e+00,3.610075768598797197e+00
-2.154234962461572422e+00,0.000000000000000000e+00,3.922397845271466732e+00
-2.154234962461572422e+00,0.000000000000000000e+00,4.234719921944136267e+00
-2.154234962461572422e+00,0.000000000000000000e+00,4.547041998616805358e+00
-1.974715382256441387e+00,0.000000000000000000e+00,4.547041998616805358e+00
-1.974715382256441387e+00,0.000000000000000000e+00,4.234719921944136267e+00
-1.974715382256441387e+00,0.000000000000000000e+00,3.922397845271466732e+00
-1.974715382256441387e+00,0.000000000000000000e+00,3.610075768598797197e+00
-1.974715382256441387e+00,0.000000000000000000e+00,3.297753691926128106e+00
-1.974715382256441387e+00,0.000000000000000000e+00,2.985431615253458126e+00
-1.974715382256441387e+00,0.000000000000000000e+00,2.673109538580789035e+00
-1.974715382256441387e+00,0.000000000000000000e+00,2.360787461908119500e+00
-1.974715382256441387e+00,0.000000000000000000e+00,2.048465385235449965e+00
-1.974715382256441387e+00,0.000000000000000000e+00,1.736143308562780430e+00
-1.795195802051310352e+00,0.000000000000000000e+00,1.736143308562780430e+00
-1.795195802051310352e+00,0.000000000000000000e+00,2.048465385235449965e+00
-1.795195802051310352e+00,0.000000000000000000e+00,2.360787461908119500e+00
-1.795195802051310352e+00,0.000000000000000000e+00,2.673109538580789035e+00
-1.795195802051310352e+00,0.000000000000000000e+00,2.985431615253458126e+00
-1.795195802051310352e+00,0.000000000000000000e+00,3.297753691926128106e+00
-1.795195802051310352e+00,0.000000000000000000e+00,3.610075768598797197e+00
-1.795195802051310352e+00,0.000000000000000000e+00,3.922397845271466732e+00
-1.795195802051310352e+00,0.000000000000000000e+00,4.234719921944136267e+00
-1.795195802051310352e+00,0.000000000000000000e+00,4.547041998616805358e+00
